Category,Rank,Username,Topmate URL,,Category Metric,User ID,Profile Pic URL,First Name,Short Bio,category_link,category_link,category_link
Most Minutes '25,17,ajay_kadiyala,https://topmate.io/ajay_kadiyala,"'ajay_kadiyala',","22,620",17047,https://static.topmate.io/95EcRJVWcN21fV2Vb22Wzf.jfif,kadiyala,Hey There! This is Ajay Kadiyala. I help people to crack top Product based Companies.,https://awards.topmate.io/minutes,https://awards.topmate.io/minutes,https://awards.topmate.io/minutes
Most Minutes '25,18,qabytopmate,https://topmate.io/qabytopmate,"'qabytopmate',","21,755",13586,https://static.topmate.io/teYrUZmVeLZhSYL1D2LkXb.jpeg,Topmate,Quality engineer,https://awards.topmate.io/minutes,https://awards.topmate.io/minutes,https://awards.topmate.io/minutes
Most Minutes '25,19,priyasha_crackxat,https://topmate.io/priyasha_crackxat,"'priyasha_crackxat',","21,740",383551,https://topmate-staging.s3.amazonaws.com/nJpNcyqU1EWG7NhQ2mm4LX.jpeg,Priyasha,Founder- CRACK XAT| GDPI Specialist | Interview Guidance| Dean's Merit | List Your Go-To-Girl for queries related to Careers | MBA | Jobs | Internships | Preparation Strategy,https://awards.topmate.io/minutes,https://awards.topmate.io/minutes,https://awards.topmate.io/minutes
Most Minutes '25,20,dr_naveen_nagarajan,https://topmate.io/dr_naveen_nagarajan,"'dr_naveen_nagarajan',","21,640",383635,https://topmate-staging.s3.amazonaws.com/kZSVFyopzVCERtaM4iJSSA.png,Naveen,"Offering evidence-based skin & hair care consultations. Get personalized advice on skin care routines, dandruff and hair loss prevention using proven scientific solutions.",https://awards.topmate.io/minutes,https://awards.topmate.io/minutes,https://awards.topmate.io/minutes
Most Minutes '25,21,anushka_mendonce,https://topmate.io/anushka_mendonce,"'anushka_mendonce',","21,210",162934,https://static.topmate.io/xgMQaRkNwx2ho8sAFLuoya.jpeg,Anushka,Therapist / Counsellor,https://awards.topmate.io/minutes,https://awards.topmate.io/minutes,https://awards.topmate.io/minutes
Most Minutes '25,22,aparna_debnath,https://topmate.io/aparna_debnath,"'aparna_debnath',","20,885",96276,https://static.topmate.io/7CFx9YoRYZFBRXHHpmR66d.jpeg,Aparna,Assistant Vice President at Barclays | Ex-JP Morgan | Product Owner | Lead Business Analyst | Career Coach | Finance | 170k Followers on LinkedIn!,https://awards.topmate.io/minutes,https://awards.topmate.io/minutes,https://awards.topmate.io/minutes
Most Minutes '25,23,sourav_tiwary,https://topmate.io/sourav_tiwary,"'sourav_tiwary',","20,785",156168,https://static.topmate.io/5MgUhGecFwPfWozMyoWUFw.jpeg,Sourav,"I was once 145 kilos — bullied, ashamed, and lost. But that pain became purpose. I dropped 60+ kilos and built Fitshala — a space to heal, not hustle.We don’t do diets or dumb rules. We do habits, healing & hugs (with a lil push 😄).",https://awards.topmate.io/minutes,https://awards.topmate.io/minutes,https://awards.topmate.io/minutes
Most Minutes '25,24,mbawidabhishek,https://topmate.io/mbawidabhishek,"'mbawidabhishek',","19,200",88114,https://topmate-staging.s3.ap-south-1.amazonaws.com/nekVzYLNPk5qmvrZ92mub2.jpeg,Abhishek,"NOTE: If you're not prepared to confront some tough realities, kindly avoid scheduling this session | Everything MBA - in the MOST simplest way. | How to get Jobs | Profile Building | MBA - Colleges, Entrance Preparation | Career",https://awards.topmate.io/minutes,https://awards.topmate.io/minutes,https://awards.topmate.io/minutes
Most Minutes '25,25,sahaja_madhuri,https://topmate.io/sahaja_madhuri,"'sahaja_madhuri',","19,140",202339,https://static.topmate.io/vwuzRkEAk6MJDHNQzGJ5zd.JPG,Sahaja,"Empowering your journey towards growth, balance, and fulfillment,https://awards.topmate.io/minutes,https://awards.topmate.io/minutes,https://awards.topmate.io/minutes
Internationally Accredited Life Coach,https://awards.topmate.io/internationally-accredited-life-coach,https://awards.topmate.io/internationally-accredited-life-coach,https://awards.topmate.io/internationally-accredited-life-coach
Motivator | Creator | Entrepreneur",https://awards.topmate.io/motivator-creator-entrepreneur,https://awards.topmate.io/motivator-creator-entrepreneurhttps-awardstopmateio-motivator-creator-entrepreneur,https://awards.topmate.io/motivator-creator-entrepreneurhttps-awardstopmateio-motivator-creator-entrepreneurhttps-awardstopmateio-motivator-creator-entrepreneurhttps-awardstopmateio-motivator-creator-entrepreneur
Most Testimonials '25,1,priyasha_crackxat,https://topmate.io/priyasha_crackxat,"'priyasha_crackxat',",994,383551,https://topmate-staging.s3.amazonaws.com/nJpNcyqU1EWG7NhQ2mm4LX.jpeg,Priyasha,Founder- CRACK XAT| GDPI Specialist | Interview Guidance| Dean's Merit | List Your Go-To-Girl for queries related to Careers | MBA | Jobs | Internships | Preparation Strategy,https://awards.topmate.io/testimonials,https://awards.topmate.io/testimonials,https://awards.topmate.io/testimonials
Most Testimonials '25,2,dataengineering,https://topmate.io/dataengineering,"'dataengineering',",879,92292,https://static.topmate.io/qsbZkmuK39pi1XoKD2VF36.JPG,Gowtham,Data Engineer | PayPal | YouTuber 290K | Talks Facts Only,https://awards.topmate.io/testimonials,https://awards.topmate.io/testimonials,https://awards.topmate.io/testimonials
Most Testimonials '25,3,ajay_shenoy,https://topmate.io/ajay_shenoy,"'ajay_shenoy',",655,61820,https://static.topmate.io/7Jn6xiUrQsncihaSqFGp6J.png,Ajay,14+ yrs in AI/ML: Industry + IISc PhD | Harman | Target | NITK,https://awards.topmate.io/testimonials,https://awards.topmate.io/testimonials,https://awards.topmate.io/testimonials
Most Testimonials '25,4,codtech_it_solutions,https://topmate.io/codtech_it_solutions,"'codtech_it_solutions',",636,314224,https://static.topmate.io/odFwGNzHETa9MosE4BYiDC.jpeg,CODTECH,Improving Tech Skills 24/7,https://awards.topmate.io/testimonials,https://awards.topmate.io/testimonials,https://awards.topmate.io/testimonials
Most Testimonials '25,5,krishankumar,https://topmate.io/krishankumar,"'krishankumar',",608,352593,https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/profile_pic_d47f74db-b2a3-45ec-801f-5604a5221b5b.jpeg,Krishan,130K+ Linkedin | Software Engineer,https://awards.topmate.io/testimonials,https://awards.topmate.io/testimonials,https://awards.topmate.io/testimonials
Most Testimonials '25,6,nitinjadhav,https://topmate.io/nitinjadhav,"'nitinjadhav',",601,23003,https://static.topmate.io/oBuhcuDRaWb4sjefXHGaRx.png,Nitin,"ENO, CFO @CS (UBS) | Investment Banking | HSBC | Oxford | SEBI (NISM) & NSE Certified | Google Certified Data Analytics Professional | Top 0.1% Mentor @Topmate | Featured on Times Square, NYC",https://awards.topmate.io/testimonials,https://awards.topmate.io/testimonials,https://awards.topmate.io/testimonials
Most Testimonials '25,7,careerwithankita,https://topmate.io/careerwithankita,"'careerwithankita',",582,114514,https://static.topmate.io/xhawk2FdFNpAxcSf3XzaZJ.JPG,Ankita,"9+ Years of Industry Experience | Top Mentor | Flipkart, Tata Steel, MPL, Capgemini | 255k+ Instagram",https://awards.topmate.io/testimonials,https://awards.topmate.io/testimonials,https://awards.topmate.io/testimonials
Most Testimonials '25,8,ayushi_mishra,https://topmate.io/ayushi_mishra,"'ayushi_mishra',",557,33373,https://static.topmate.io/rgkfvvHkqFZFufW3SpzbeZ.png,Ayushi,4+ Years Experienced Data Scientist | Provide Guidance for Data Science | Data Analysis | Mentor | YouTuber,https://awards.topmate.io/testimonials,https://awards.topmate.io/testimonials,https://awards.topmate.io/testimonials
Most Testimonials '25,9,primecoding19,https://topmate.io/primecoding19,"'primecoding19',",537,329333,https://topmate-staging.s3.amazonaws.com/fbjcSdLBa76T3rYXhCEbcu.png,Aditya,"Hi, I’m Aditya Mishra, a Global Hackathon Winner, Founder of Prime Coding (98% MNC placement rate), and YouTuber with 55k+ subs. I mentor students to excel in coding, placements, and hackathons. Let’s turn your challenges into success! 🚀",https://awards.topmate.io/testimonials,https://awards.topmate.io/testimonials,https://awards.topmate.io/testimonials
Most Testimonials '25,10,sharmilan_vipokan,https://topmate.io/sharmilan_vipokan,"'sharmilan_vipokan',",536,142429,https://topmate-staging.s3.ap-south-1.amazonaws.com/pMUYYqeeLWoAwmgYU9ouno.png,Sharmilan,"I'm dedicated to helping you land your dream IT job! With experience mentoring 1000+ candidates, I guide you through the job search process, from resume building to interview prep, ensuring your fully equipped to achieve your career goals.",https://awards.topmate.io/testimonials,https://awards.topmate.io/testimonials,https://awards.topmate.io/testimonials
Most Testimonials '25,11,ankit_lohiya,https://topmate.io/ankit_lohiya,"'ankit_lohiya',",486,265322,https://static.topmate.io/9HZRKNStzeevVZfBcREK4d.jpg,CA Ankit,"CA | Mentoring CA Students, UPSC Aspirants and General Career Counselling 1:1 | 14k+ LinkedIn followers | Tax Columnist | M.Com",https://awards.topmate.io/testimonials,https://awards.topmate.io/testimonials,https://awards.topmate.io/testimonials
Most Testimonials '25,12,kavach_khanna01,https://topmate.io/kavach_khanna01,"'kavach_khanna01',",483,44990,https://static.topmate.io/eDjrekgQPAyEoXS6UgGVSs.JPG,Kavach,Mentor You Always Needed,https://awards.topmate.io/testimonials,https://awards.topmate.io/testimonials,https://awards.topmate.io/testimonials
Most Testimonials '25,13,thisis_alaska,https://topmate.io/thisis_alaska,"'thisis_alaska',",480,316534,https://static.topmate.io/fJpa4r45eN2EHHsNZxoZmG.jpg,Nandini,Delhi University Gold Medalist | Founder & CEO at The Invincible Academy | Founder at Aparajita Foundation | Career Coach & CUET Mentor | Content Creator YT & IG  : 500k+,https://awards.topmate.io/testimonials,https://awards.topmate.io/testimonials,https://awards.topmate.io/testimonials
Most Testimonials '25,14,sumit_goyal10,https://topmate.io/sumit_goyal10,"'sumit_goyal10',",463,85713,https://topmate-staging.s3.amazonaws.com/gJxha1gaNNiJgoWyrFkkif.jfif,sumit,7 yrs Exp | 50 k + Linkedin | Senior QA Engineer | Selenium | Playwright | Devops | Java | Javascript | Typescript,https://awards.topmate.io/testimonials,https://awards.topmate.io/testimonials,https://awards.topmate.io/testimonials
Most Testimonials '25,15,greatstack,https://topmate.io/greatstack,"'greatstack',",424,179456,https://topmate-staging.s3.ap-south-1.amazonaws.com/beCDTUkJdRgHCR2iz15nEZ.png,Avinash,"I like to teach aspiring web developers at ""GreatStack"" how to code and get their dream job.",https://awards.topmate.io/testimonials,https://awards.topmate.io/testimonials,https://awards.topmate.io/testimonials
Most Testimonials '25,16,advocate_manik_goyal,https://topmate.io/advocate_manik_goyal,"'advocate_manik_goyal',",414,413906,https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/Advocate Manik-Goyal-1737907312.jpeg,Advocate Manik,Your One Stop Informational Lawyer!,https://awards.topmate.io/testimonials,https://awards.topmate.io/testimonials,https://awards.topmate.io/testimonials
Most Testimonials '25,17,sanabhateja,https://topmate.io/sanabhateja,"'sanabhateja',",394,938859,https://static.topmate.io/1v6d17vCu3NHdqrkFVd5SQ.jpeg,Sana,CUET Guidance | Career Guidance | Du Student | Co founder The Inquisitive Mind | Biology Teacher,https://awards.topmate.io/testimonials,https://awards.topmate.io/testimonials,https://awards.topmate.io/testimonials
Most Testimonials '25,18,lets_connect_with_pragya,https://topmate.io/lets_connect_with_pragya,"'lets_connect_with_pragya',",390,65573,https://static.topmate.io/sonNisvutwh5u6KdyotLzp.jpg,Pragya,"Data Engineer @7-ELEVEN | Data Analytics Mentor | SQL ,Excel,Pyspark and Power BI Instructor | Get a Dedicated Roadmap for Learning Data Analytics",https://awards.topmate.io/testimonials,https://awards.topmate.io/testimonials,https://awards.topmate.io/testimonials
Most Testimonials '25,19,dr_naveen_nagarajan,https://topmate.io/dr_naveen_nagarajan,"'dr_naveen_nagarajan',",357,383635,https://topmate-staging.s3.amazonaws.com/kZSVFyopzVCERtaM4iJSSA.png,Naveen,"Offering evidence-based skin & hair care consultations. Get personalized advice on skin care routines, dandruff and hair loss prevention using proven scientific solutions.",https://awards.topmate.io/testimonials,https://awards.topmate.io/testimonials,https://awards.topmate.io/testimonials
Most Testimonials '25,20,ashok_aggarwal,https://topmate.io/ashok_aggarwal,"'ashok_aggarwal',",352,107005,https://static.topmate.io/sGL6XrQiR5xDTEPGXg6oSN.jpeg,Ashok,"429k+ @ Instagram | 10k @ Youtube | Prev. Founder's Office @ Unstop | Invest India (Govt of India) | Guest @ LSR, SRCC, Miranda House | Incisiv, New York (Research Intern)| Not a mentor!",https://awards.topmate.io/testimonials,https://awards.topmate.io/testimonials,https://awards.topmate.io/testimonials
Most Testimonials '25,21,jhoom_baba,https://topmate.io/jhoom_baba,"'jhoom_baba',",351,845323,https://static.topmate.io/vfgEkpEzDhinak4BfVkZhB.png,Jhoom,"Placed @ Deloitte (BIG 4) | Ministry of Home Affairs | 215K + Followers Instagram & Youtube | Delhi University @9 CGPA,https://awards.topmate.io/testimonials,https://awards.topmate.io/testimonials,https://awards.topmate.io/testimonials
Your soon to be FAV SENIOR !!",https://awards.topmate.io/your-soon-to-be-fav-senior,https://awards.topmate.io/your-soon-to-be-fav-senior-https-awardstopmateio-your-soon-to-be-fav-senior,https://awards.topmate.io/your-soon-to-be-fav-senior-https-awardstopmateio-your-soon-to-be-fav-seniorhttps-awardstopmateio-your-soon-to-be-fav-senior-https-awardstopmateio-your-soon-to-be-fav-senior
Most Testimonials '25,22,knightofsteel,https://topmate.io/knightofsteel,"'knightofsteel',",349,70098,https://static.topmate.io/vr6httS6AoXySETTg9Df6r.jpeg,Arjun,Working on Men's Mental Health | Making Research Fun | MA Psychology,https://awards.topmate.io/testimonials,https://awards.topmate.io/testimonials,https://awards.topmate.io/testimonials
Most Testimonials '25,23,dibhanshu_saurav,https://topmate.io/dibhanshu_saurav,"'dibhanshu_saurav',",347,47722,https://topmate-staging.s3.amazonaws.com/mHMtPTXZZ288zfmQKZ1TXM.jpeg,Dibhanshu,"Business Analyst Mentor | Mentored 1200+ Folks I 40k+ @LinkedIn I Buidling PIBA I Helping Crack BA JobsPIBA Alumni’s @ EY, PwC, Deloitte, McKinsey, Wells Fargo, NTT Data, McKinsey, Deloitte, KPMG, UST, Unisys, Eaton, Wells Fargo",https://awards.topmate.io/testimonials,https://awards.topmate.io/testimonials,https://awards.topmate.io/testimonials
Most Testimonials '25,24,ajay_kadiyala,https://topmate.io/ajay_kadiyala,"'ajay_kadiyala',",314,17047,https://static.topmate.io/95EcRJVWcN21fV2Vb22Wzf.jfif,kadiyala,Hey There! This is Ajay Kadiyala. I help people to crack top Product based Companies.,https://awards.topmate.io/testimonials,https://awards.topmate.io/testimonials,https://awards.topmate.io/testimonials
Most Testimonials '25,25,pradeep_analyst,https://topmate.io/pradeep_analyst,"'pradeep_analyst',",284,215977,https://static.topmate.io/aFDtmCkeUs2KazBw269y4u.png,Pradeep,"I help professionals with job search strategies, profile reviews, and optimization—while guiding them to make the right moves (and avoid the wrong ones) to land their dream role.",https://awards.topmate.io/testimonials,https://awards.topmate.io/testimonials,https://awards.topmate.io/testimonials
5/5 Rated '25,1,nitinjadhav,https://topmate.io/nitinjadhav,"'nitinjadhav',",603,23003,https://static.topmate.io/oBuhcuDRaWb4sjefXHGaRx.png,Nitin,"ENO, CFO @CS (UBS) | Investment Banking | HSBC | Oxford | SEBI (NISM) & NSE Certified | Google Certified Data Analytics Professional | Top 0.1% Mentor @Topmate | Featured on Times Square, NYC",https://awards.topmate.io/five-star,https://awards.topmate.io/five-star,https://awards.topmate.io/five-star
5/5 Rated '25,2,ishaan_anand,https://topmate.io/ishaan_anand,"'ishaan_anand',",225,154871,https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/profile_pic_8a7e7127-787d-4940-af1b-3f1e39176874.jpeg,Ishaan,"Seasoned Product Leader with 10+ years of experience in launching, scaling, and managing enterprise products. As a career coach I love to mentor budding PMs and MBA aspirants.",https://awards.topmate.io/five-star,https://awards.topmate.io/five-star,https://awards.topmate.io/five-star
5/5 Rated '25,3,ambikhaa_devim,https://topmate.io/ambikhaa_devim,"'ambikhaa_devim',",176,622665,https://static.topmate.io/6CdVbgpaiXpfawDPrgYNft.jpg,Ambikhaa,Career Mentor | Tech Educator | Resumes | LinkedIn Optimization | Interview Coach | Mock Interview | Network Strategy | Helping Students & Professionals to Land Their Dream Jobs.,https://awards.topmate.io/five-star,https://awards.topmate.io/five-star,https://awards.topmate.io/five-star
5/5 Rated '25,4,paritosh_anand,https://topmate.io/paritosh_anand,"'paritosh_anand',",115,134799,https://static.topmate.io/3Gx8aHwoKY7E4v31k8FU7T.png,Paritosh,Top 0.1% Startup Mentor on Topmate |Startup Founder | IIM-A Alumnus | Lean Six Sigma Master Black Belt,https://awards.topmate.io/five-star,https://awards.topmate.io/five-star,https://awards.topmate.io/five-star
5/5 Rated '25,5,tuskertron,https://topmate.io/tuskertron,"'tuskertron',",102,361597,https://static.topmate.io/rfNUVzoecRWJQVbBeQ9uqk.jpg,Tuskertron,Fueling Enterprise Growth by Forging Failproof User Centric Software,https://awards.topmate.io/five-star,https://awards.topmate.io/five-star,https://awards.topmate.io/five-star
5/5 Rated '25,6,johnson_xavier,https://topmate.io/johnson_xavier,"'johnson_xavier',",69,435560,https://topmate-staging.s3.amazonaws.com/oXqpnmqSUXnYZS3199o2fM.PNG,Johnson,"Agile and Career Coach, Program Management Expert, JIRA Trainer, SAFe Program Consultant. Trained 1000+ People in Agile across the Globe.  Enabled 70+ SAFe Certification as a corporate Trainer. Played roles of SM, RTE, Delivery Manager, etc",https://awards.topmate.io/five-star,https://awards.topmate.io/five-star,https://awards.topmate.io/five-star
5/5 Rated '25,7,yadnesh_nikam,https://topmate.io/yadnesh_nikam,"'yadnesh_nikam',",57,249608,https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/profile_pic_43761631-72a5-4d43-84d7-d364f184c304.jpeg,Yadnesh,"DevOps & MLOps Specialist | Docker Captain | Mentor | Speaker | Trainer | Helping Teams Build Scalable, AI-Ready Infra | 20K followers on Linkedin | CKA • CKS • Terraform Associate",https://awards.topmate.io/five-star,https://awards.topmate.io/five-star,https://awards.topmate.io/five-star
5/5 Rated '25,8,shivam_parashar0,https://topmate.io/shivam_parashar0,"'shivam_parashar0',",57,1555118,https://static.topmate.io/8MZwP8iy1WmGtrSd9JAXr2.jpg,Shivam,The 360° Growth & Strategy Specialist | Business strategist | Political strategist | Relationship strategist | Career strategist |,https://awards.topmate.io/five-star,https://awards.topmate.io/five-star,https://awards.topmate.io/five-star
5/5 Rated '25,9,anurag_ingole,https://topmate.io/anurag_ingole,"'anurag_ingole',",51,320129,https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/profile_pic_df1a842d-d05a-495e-9647-8921c1cb4c17.jpeg,Anurag,"Project Manager, Wellness Counsellor,https://awards.topmate.io/five-star,https://awards.topmate.io/five-star,https://awards.topmate.io/five-star
BTech, MBA, PMP, 2xMA, PGD",https://awards.topmate.io/btech,https://awards.topmate.io/btech,https://awards.topmate.io/btech
5/5 Rated '25,10,shaikh_minhaj,https://topmate.io/shaikh_minhaj,"'shaikh_minhaj',",51,417550,https://static.topmate.io/3qiAXCG4HaLG3EJ85FgEJj.png,Shaikh,"Verified Mentor | Tech & Career Guide | Data Science, Development, Cybersecurity & IT Roadmaps | Helping Students & Professionals Build Careers with Clarity | Digital Growth Enthusiast",https://awards.topmate.io/five-star,https://awards.topmate.io/five-star,https://awards.topmate.io/five-star
5/5 Rated '25,11,ash_baskaran,https://topmate.io/ash_baskaran,"'ash_baskaran',",48,1430741,https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/Ash-Baskaran-1757607779.jpeg,Ash,"Leading people to build holistic lives and thriving careers —MAANG & Beyond│ AI & Fintech Product Leader (Azure, AWS, Toyota)│ Founder & Life Coach @ Alchemy│ Guided 1000s in Reinvention│ Advocate •Chef •Speaker •Traveler •Writer│Bonvivant",https://awards.topmate.io/five-star,https://awards.topmate.io/five-star,https://awards.topmate.io/five-star
5/5 Rated '25,12,arpita_das1,https://topmate.io/arpita_das1,"'arpita_das1',",48,893471,https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/profile_pic_fb297107-aa7f-4642-b39e-f04f3ff63950.jpeg,Arpita,"Software Engineer 3 @ Google | ex-Microsoft, ex-SAP",https://awards.topmate.io/five-star,https://awards.topmate.io/five-star,https://awards.topmate.io/five-star
5/5 Rated '25,13,gauravpathak,https://topmate.io/gauravpathak,"'gauravpathak',",48,258958,https://topmate-staging.s3.amazonaws.com/4BTM81AWtisUnUNj45TWBw.jpg,Gaurav,Product Management & Project Management Mentor | Interview Coach | People Leadership Trainer | Mental Health Advocate | Career Coach,https://awards.topmate.io/five-star,https://awards.topmate.io/five-star,https://awards.topmate.io/five-star
5/5 Rated '25,14,evolution_nick_consultation,https://topmate.io/evolution_nick_consultation,"'evolution_nick_consultation',",47,330482,https://static.topmate.io/3svPLrEPVQCk8TQgS9SwJ2.jpg,Nikhil,"Looking for the perfect car? I offer expert advice on choosing the right vehicle, finding the best deals, and navigating the buying process. Let’s make your car purchase smooth and stress-free! 🚗✨ Book a session now!",https://awards.topmate.io/five-star,https://awards.topmate.io/five-star,https://awards.topmate.io/five-star
5/5 Rated '25,15,ayush_matcha,https://topmate.io/ayush_matcha,"'ayush_matcha',",47,1246648,https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/profile_pic_d096f7dd-a4ab-40b1-aaf0-f6d14b1c6867.jpeg,Ayush,"Mentor for CAT, OMETs, and B-School Admissions",https://awards.topmate.io/five-star,https://awards.topmate.io/five-star,https://awards.topmate.io/five-star
5/5 Rated '25,16,anshul_gandhi,https://topmate.io/anshul_gandhi,"'anshul_gandhi',",43,596595,https://static.topmate.io/4iBKtPok544mCp5gUQdnrc.png,Anshul,AI Engineering | Data Science | Breaking Into Big Tech| Career Growth,https://awards.topmate.io/five-star,https://awards.topmate.io/five-star,https://awards.topmate.io/five-star
5/5 Rated '25,17,sahirmaharaj,https://topmate.io/sahirmaharaj,"'sahirmaharaj',",42,3295,https://static.topmate.io/aZC2tZxXGugLP2y6sASQQS.png,Sahir,Lead Data Scientist | AI / ML Engineer,https://awards.topmate.io/five-star,https://awards.topmate.io/five-star,https://awards.topmate.io/five-star
5/5 Rated '25,18,aadityaanaik,https://topmate.io/aadityaanaik,"'aadityaanaik',",40,336658,https://topmate-staging.s3.amazonaws.com/h9fEyuBpkK1oKJYTfbEHCr.jpeg,Aditya,Data Engineer at TikTok,https://awards.topmate.io/five-star,https://awards.topmate.io/five-star,https://awards.topmate.io/five-star
5/5 Rated '25,19,ravinder_singh12,https://topmate.io/ravinder_singh12,"'ravinder_singh12',",40,183984,https://static.topmate.io/qLY6uaVm3Ez3u6b7aMAeH8.jpeg,Ravinder,"With 6+ years in fitness, I help busy people build real strength through practical nutrition and simple lifestyle upgrades for better health and quality of life. On a mission to transform 10k lives by 2027💪",https://awards.topmate.io/five-star,https://awards.topmate.io/five-star,https://awards.topmate.io/five-star
5/5 Rated '25,20,meet_sagar,https://topmate.io/meet_sagar,"'meet_sagar',",40,597116,https://static.topmate.io/uuexiJTry8DXfWDz71yokn.jpeg,Sagar,AI/ML Leader & Data Science Innovator | 10+ Patents & Peer-Reviewed Publications | BCS Fellow | IEEE Senior Member | Award-Winning Innovator | Global Keynote Speaker | Mentor to 12K+ | Career Coach for Data Scientists,https://awards.topmate.io/five-star,https://awards.topmate.io/five-star,https://awards.topmate.io/five-star
5/5 Rated '25,21,varun760,https://topmate.io/varun760,"'varun760',",39,1533440,https://static.topmate.io/jQUNSnjst1zsiBs4Mhvp9a.jpeg,Varun,Entrepreneur | Author | Speaker,https://awards.topmate.io/five-star,https://awards.topmate.io/five-star,https://awards.topmate.io/five-star
5/5 Rated '25,22,saarthak,https://topmate.io/saarthak,"'saarthak',",39,25074,https://topmate-staging.s3.ap-south-1.amazonaws.com/jwEbCcCCYYmeY6NCFo2jBA.png,Saarthak,"Career Mentor | Interview Specialist | IBM | MBA, MICA | Ex - P&G, HUL, Swiggy Dineout, Magicpin | Marketing, Brand Manager, Category, Ecommerce",https://awards.topmate.io/five-star,https://awards.topmate.io/five-star,https://awards.topmate.io/five-star
5/5 Rated '25,23,harvendra_singh,https://topmate.io/harvendra_singh,"'harvendra_singh',",38,942743,https://static.topmate.io/s2ZpoHUPePLC7S1Wx1ouDE.jpg,Harvendra,"Cloud Engineering & Architecture expert driving digital transformation. Skilled in cloud-native solutions (Azure, GCP, K8s), microservices, DevOps, data engineering & AI.",https://awards.topmate.io/five-star,https://awards.topmate.io/five-star,https://awards.topmate.io/five-star
5/5 Rated '25,24,tuansihan,https://topmate.io/tuansihan,"'tuansihan',",38,335675,https://static.topmate.io/nW1ao9fcD97eMKqBTiJXnt.jpeg,Tuan,Let's get you a job in Data,https://awards.topmate.io/five-star,https://awards.topmate.io/five-star,https://awards.topmate.io/five-star
5/5 Rated '25,25,swapnil_mule,https://topmate.io/swapnil_mule,"'swapnil_mule',",38,10783,https://static.topmate.io/nVg3w6cbFtsoKQMArUvQEt.png,Swapnil,"Head of Digital Marketing & Recruitment (Germany) | Work-Abroad Mentor | MSc in Management | Edu. Content Creator,https://awards.topmate.io/five-star,https://awards.topmate.io/five-star,https://awards.topmate.io/five-star
Helping professionals launch careers in Europe with clear, practical guidance.",https://awards.topmate.io/helping-professionals-launch-careers-in-europe-with-clear,https://awards.topmate.io/helping-professionals-launch-careers-in-europe-with-clear,https://awards.topmate.io/helping-professionals-launch-careers-in-europe-with-clear
Most Growth '25,1,diwakar,https://topmate.io/diwakar,"'diwakar',",834.30%,318,https://static.topmate.io/iArsT7edVR62Jo8481BKyk.jpg,Diwakar,Top 1% LinkedIn Creator in Canada (Based on Favikon Ranking in Canada) || Building BA Helpline & ZSkill Academy || Simplifying Business Analysis ➡️ Examples|| Author : How to Start Freelancing As a Business Analyst 📚,https://awards.topmate.io/growth,https://awards.topmate.io/growth,https://awards.topmate.io/growth
Most Growth '25,2,aashin,https://topmate.io/aashin,"'aashin',",669.33%,118948,https://static.topmate.io/pGcD9f6qX1N8FkkcWD3dCE.png,Aashin,"Start Your Business in UK Support for UK Sponsorship Jobs, Visas & More",https://awards.topmate.io/growth,https://awards.topmate.io/growth,https://awards.topmate.io/growth
Most Growth '25,3,learnwiththeatrewala,https://topmate.io/learnwiththeatrewala,"'learnwiththeatrewala',",603.77%,350639,https://static.topmate.io/8E9ogche7Ny1CDQEfR2WPJ.png,Learn with,"Take your acting to the next level with personalised coaching at Theatrewala—where we help you bring out your best, on screen and stage.",https://awards.topmate.io/growth,https://awards.topmate.io/growth,https://awards.topmate.io/growth
Most Growth '25,4,dataengineering,https://topmate.io/dataengineering,"'dataengineering',",547.58%,92292,https://static.topmate.io/qsbZkmuK39pi1XoKD2VF36.JPG,Gowtham,Data Engineer | PayPal | YouTuber 290K | Talks Facts Only,https://awards.topmate.io/growth,https://awards.topmate.io/growth,https://awards.topmate.io/growth
Most Growth '25,5,anuj_niranjan,https://topmate.io/anuj_niranjan,"'anuj_niranjan',",313.02%,18018,https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/Anuj-Niranjan-1666955066.jpeg,Anuj,11+ yrs in Investing/Trading: Industry + IIT Bombay B.Tech & Masters | Citibank |ISB,https://awards.topmate.io/growth,https://awards.topmate.io/growth,https://awards.topmate.io/growth
Most Growth '25,6,archana_goyal,https://topmate.io/archana_goyal,"'archana_goyal',",282.66%,146925,https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/profile_pic_0cfec32f-1f8c-433b-b004-a498692fbc13.jpeg,Archana,"Staff Engineer at Conviva ❤️ | Ex- VP(Data Architect) at Morgan Stanley😊 | Ex-Senior Data Engineer at Intel Security ✍️| Ex-Data Engineer at HP| 10K  Post Impression on Medium | Data Engineering, ML and Bigdata Mentor 📊",https://awards.topmate.io/growth,https://awards.topmate.io/growth,https://awards.topmate.io/growth
